"","GSM748796","GSM748797","GSM748798","GSM748799","GSM748800","GSM748801","GSM748802","GSM748803","GSM748804","GSM748805","GSM748806","GSM748807","GSM748808","GSM748809","GSM748810","GSM748811","GSM748812","GSM748813","GSM748814"
"CG31955",10.2832112613126,7.59829216868291,10.4078408487286,8.60792175224348,10.5160577826895,10.2468928003407,9.94235242249846,8.59166463122932,7.94949640196779,9.90224626556485,10.0107586167863,9.84844898322681,10.0274164571368,8.79426168329016,9.71028102229782,9.51700636586507,9.67238335913006,9.34456679092873,8.89275777060641
"CG15312",8.61416735426314,10.8161172362035,7.21608631276247,10.4059364941361,7.12586937477772,7.73789202223649,7.01823169321651,9.85935979713758,9.60277808182786,7.97789955249976,7.98067985175325,7.9096582272406,8.81827519524095,9.16307696557676,8.72261040108477,6.94199262442221,6.75178351378756,7.4092582424043,7.37246225426555
"HP5",8.214253489581,9.8596956099294,4.98129897079039,9.1555514061202,6.96116535728552,6.81629778103722,7.32203248723324,8.54315909073808,8.34276472322479,7.77606116699469,7.69831065104914,7.6889774156192,7.91924736580702,8.06692021248583,7.81431649590707,6.41530733632119,6.54954864505523,6.91414794982372,7.01050494190744
"CG4404",7.74239057944455,11.0376262691702,8.24792737494242,10.7914661826557,5.33389841993734,5.35908817728512,5.431956295508,8.48618703232711,9.21403972003568,7.46055808438936,7.43986874598746,7.65690999870841,8.13801178879398,7.85134614347927,8.1895787475284,4.42254866607163,3.56980027771457,4.8241875744619,6.06503592017588
"CG13403",6.9063258441205,5.28308148546725,9.58814825208224,6.52011240655611,7.78959282539479,7.71424766027536,6.51444371430234,5.46065907266814,5.31940191112445,6.62209904024648,6.51890206101384,6.15204642230875,6.4682615165291,7.31418774232638,6.39398060145065,6.10231829834698,5.56575892112452,5.50822560863006,4.73325214881158
"CG11674",7.68086800748416,10.3578989031087,7.15644876608702,10.0779055282848,5.84657975197468,5.34880857471281,6.091672218402,7.08711098251014,8.16972083697489,7.15459802659001,7.17163493790486,7.80610997196525,7.40181533176404,6.69637867452369,7.62444159397536,5.549010056411,5.88755208095267,5.8591904656248,6.32390146200057
"CG9514",8.72116849802818,6.93114057480195,10.0697345494119,7.56707586364789,7.94716391585742,9.10233076584286,7.25699634590262,6.90084468659282,6.79349430240073,8.54144153076012,8.65749780632055,8.2203171912682,8.38179344886874,8.07723208098835,8.26970101197013,7.87314924517631,8.09453704442814,8.07477571326116,7.48350821372197
"CG9981",5.34985391514136,6.86258061050968,5.64546324494086,6.61782580345077,4.70125677111126,5.88419765785111,5.32001419413251,6.91337340628806,7.17420880816128,5.60782312622797,6.13762993658642,5.96086776654035,7.12936233111729,8.9743245838261,7.25436629707352,5.85800859672563,6.87947695331289,7.18423598920012,6.75536435972721
"CG31102",8.66160614863725,5.30472150109489,8.18596895208722,6.81606102498789,8.70605216947574,8.30971369249558,8.82269449912147,6.2662620738811,6.53399846473907,6.79675562138937,6.93340713482083,7.04853721736789,7.40516808608125,7.62550386343135,7.23837245376305,7.84394377717868,7.5763397466506,7.60525775175222,7.0326322018761
"CG4678",9.05198839144309,7.15342248967915,9.86000521160399,8.32466566681219,9.17359091664483,9.63518688389231,8.17167364063442,7.87376032333569,7.11753841378695,9.10628969796348,9.14071469720351,9.13710054891657,9.56308976437591,9.22355495710911,9.39086183811404,9.48839523031953,8.96900300142652,8.73917545837,9.10297664419159
"CG34325",8.91678640523562,7.40636067099739,11.0911080157347,8.49774439308333,9.69877358301424,10.5006938449647,7.98783219353195,7.64026622621714,5.90856658796976,9.10485606398746,9.13413005519959,8.92100357362399,9.49264508784206,10.7114070900293,9.26668035220229,9.98174890870395,9.94747019015059,10.0994741522899,10.259808557839
"CG1722",5.36517831314294,5.92458974895832,4.76326993777459,5.96232801383151,5.36730084278254,5.55577884433637,5.50487367916264,8.83859762598081,7.72196553348808,5.89280218986379,6.01098975872639,5.98825039690856,5.9867644666833,6.2933634740396,5.45600775515894,6.90967105289317,6.84447479148927,7.17866729230537,7.28155299829148
"NLaz",7.95121128337222,8.27402685738125,8.74809864514278,8.48862800655532,6.6522716105996,6.82093897796614,4.75120245843949,11.1481735273815,9.84006314546222,8.08912672051726,7.92051859832875,7.87024937266961,8.24298931172294,7.91162195631588,8.03159442721795,6.78401236884985,7.14787624385468,7.51580683766035,7.96717940645694
"CG4267",5.00460878894258,8.35134916562165,7.4813359261278,8.20891130496123,6.44603286121504,6.38355118583745,6.93378909605803,10.1201747609777,10.0513346387676,5.37569221491956,5.47687859343443,5.53316520138008,6.26507273246794,7.676040491632,6.26311006319296,6.91870078535931,5.75382119493393,7.58122997225196,6.05423658031004
"gkt",7.74669087091005,8.18785610841399,6.86790336248913,8.07432951698544,6.07099371338604,5.76184863316645,6.09958633293416,6.58281462299951,6.86906674823586,8.39536153101064,8.3651122125336,8.65773035132742,6.49852980164255,5.55197678024483,6.63855595127454,7.52054790792867,7.3332934372495,5.77581760263682,5.76934847472395
"AGO3",9.48217746597122,10.9096114389437,6.23235673772917,10.5567895923983,8.12698266161926,7.81528938524625,7.56704302869519,8.92333662074141,9.15484078313214,8.57225293644076,8.65011339227567,8.85009448223392,9.10021270814179,9.29456634533666,9.21528250144713,7.93378030305169,8.14943831951314,7.90675675837104,7.69957330979996
"CG8851",3.46169612829372,3.51429566011139,3.95216904742259,3.38405543598578,4.51753175675292,3.82568546411314,3.49193758120997,4.52571442384465,3.52171207921712,3.78518290029763,3.34780372267771,3.38249011228466,6.67531922339423,6.26874059920213,6.30457872006631,4.03439922056262,3.84778069926416,6.3626884041853,5.7865968067601
"CG16704",5.70792212897638,4.59647521725375,6.91835977090747,6.29936980041447,5.0346739847874,6.08121661631158,4.94291836364188,5.60926436934411,4.8331107055245,5.13381823773603,5.280290702885,4.68083344329356,7.2044179479195,8.85999174029738,7.04995941559868,5.4803244650103,6.38494940403902,8.19449017186222,6.87089889827444
"CG16713",7.34545939274015,5.4424419941186,9.60923863491619,7.98829004514981,10.9250779725264,11.022200585567,10.0028276612864,7.76391177601711,6.62631022995058,7.41591709545635,7.25032601165451,7.02713298934396,9.17455585886671,11.4338615040348,8.98673276393404,10.298607483463,10.5092580009352,10.9820018143207,11.0734291934698
"ine",9.15260238578631,7.64096084045808,10.7218873694109,8.45759619220579,9.3317109486005,9.40350283344419,8.35980840955669,6.37109689300946,6.81671116982074,9.57827592646211,9.60565287960802,9.53350747049254,10.4191158551821,10.9103137875486,10.1921339030015,10.1237660574065,9.24457681439319,10.7256154168093,10.0895788546272
"tkv",9.15563915703404,11.2065256012994,7.77114000989265,11.3242055581898,6.19626523492993,6.80814112430836,7.37858096904242,8.22800461086698,9.2707724178697,7.64065616674825,7.47338036358394,7.47331832380217,7.68077972296761,7.42618291888644,7.56891117149685,6.23502986431246,5.85582102699449,5.851120002904,6.04168620351524
"CG13786",4.60916333630569,4.08371032423284,3.75119103363537,4.2702590672937,3.9014478954313,4.04797382432104,3.71752524317844,3.90745888369418,4.33887479693344,4.46548319481319,3.92744085286457,4.31104001063698,6.29765939311931,6.37236705829147,6.12726114203122,5.67082944422909,4.74980841266457,7.21136341197502,8.37631217958024
"CG7778",4.98831787944786,4.45257984036341,7.62707589347519,5.35184050901089,4.64675603712721,6.01759985508069,4.39371050785263,4.61208561887582,4.15134858612998,5.92207024618601,6.1004713921852,5.29752565514201,7.17786525011749,9.27823956068191,7.20747801623497,4.26727196699235,4.64399354879749,8.0077767048319,8.82630499606978
"CG4017",5.20668908234074,4.53460367747872,8.45080588659501,5.4332295118519,8.51186489007322,8.38753624745137,6.96222090503307,4.20093258252319,5.68826962670583,5.77012156523176,5.97707615411097,5.81950400494448,5.3954174023113,7.28120628680377,5.2531280944428,6.17791302487451,6.58669039827094,7.39106303619725,6.04487884550388
"SoYb",6.88182378803929,9.34725067813596,4.7610606263571,8.78053933030348,4.66157354936298,4.7204903076933,4.08194858861107,6.24373213974287,6.48586128721329,5.91967631596722,5.76714733192809,6.32388666317304,6.66441874884916,6.44680897927463,6.54373872542013,4.29291856369914,3.84526047122577,4.22190273971858,4.38754724819606
"aub",9.2851778270208,10.2015740179224,8.11473917135615,10.0770934607609,8.26249245149296,7.29687617605697,8.61239366752073,10.0838695265349,10.0715475796535,8.23789224257185,8.33740143079658,8.7010167608786,8.51701799473249,7.8550536522267,8.49929679734045,7.41621790662097,7.06683399635868,7.22898726877088,6.76900231182608
"CG14931",5.10918240225438,6.85470529782922,4.47733881617137,6.83509860339624,5.0908004530002,4.39428555595444,4.2016193359153,5.75873050138465,6.59251751198022,4.66911446799095,4.79141365072791,5.25829140773998,5.21933461341029,5.12620945631667,5.24604123484983,4.59891571996776,4.45383666758211,6.3544404547407,4.41284569820422
"CG16965",5.92579605252596,7.64695969482944,4.17960681511582,6.84586430656984,4.87333888754893,5.1100281762061,5.63047008749739,6.33336813603078,6.95094785920365,7.09181540820224,7.16229139357645,6.95187540487474,7.35342635541661,5.64518917310666,7.25505332379803,5.58246933875466,5.3605798608466,5.50007215407156,5.91192846629532
"CG17217",5.71583355429804,6.04063705115934,4.94192720424158,5.55512254087735,6.17948667916806,5.41735044563202,5.80943773233919,5.64149086201916,5.78925934667089,7.12155749716734,6.9514577220227,7.41676728676525,5.48060354445789,4.51569271737217,5.40063458668244,7.35797323727198,6.87722624502531,5.51030252915584,5.51458390571294
"bru1",6.51551807958074,8.54918320517051,5.89151811108955,8.54144321547717,5.24882541335122,5.58730943607777,5.98744296327957,7.16015419523869,7.4224688757935,6.73373679358239,6.75990545654818,7.11543675030709,7.24862216331539,7.17401125431385,7.21708115575166,5.98558160716561,6.03422872277733,5.39519929482407,6.67884173836995
"Oatp33Eb",8.08986387606393,6.6993032157094,10.2187211992685,7.50978932681345,8.17467897577824,9.36557433193093,7.94966278536711,5.9349728559481,6.21567262122308,8.50017405124296,8.55306338461515,8.55721136944743,9.31431517338779,10.3818588681164,8.93257015387979,8.67980484199886,7.44863425025721,9.79489972497863,7.63429716535084
"CG9008",7.81812183395894,6.55744290246037,8.86677335924363,7.06368440633377,7.37561725298046,7.91530698959425,7.57434875483133,6.8467741919143,5.51987058889307,8.34522972265989,8.2100408950585,8.31730537878164,8.71821627108421,9.56999566795882,8.51503971620532,8.19206594549738,8.45629053846359,8.57664869712374,8.27540031601573
"Arpc1",10.8033080537132,9.71274031228947,11.691574094052,9.92014973526115,12.2127712390139,11.8912803141405,12.0864912338902,10.3444870617659,10.4168122437986,10.7853263609965,10.8487987901395,10.7966843262992,10.1560205619653,9.94430807881117,10.2117150630283,11.369077668215,11.3026137616389,10.9007876487728,10.7609652045333
"Cyp28a5",8.54575747967355,5.00649543422148,9.8985665021355,7.11663016523895,9.75214060980516,9.68035935661436,9.00360198747971,4.13947339087468,4.47637081904356,9.23681430448154,9.29506309938942,9.11358161162154,9.54687715223235,9.87618224641452,9.20533775459698,10.9624068955841,10.7784353929817,12.0238257875467,12.4481986164537
"CG15279",7.65106053658076,4.77394252030946,9.42473314990632,7.06835262390186,8.47728194498485,8.96278915794889,7.2048335593204,6.13483243615755,5.36527869884946,8.27584685577055,8.35514814720665,8.27201284068769,8.68912342055607,10.1890508544298,8.41190293635446,9.18025416275163,8.73943482726142,8.84180086438464,8.43313172048306
"GABA-B-R1",4.92220675363414,6.14025890698515,4.53576763621714,6.35862876040292,4.67032027872173,6.12309975404804,5.28725352221157,8.27924725159048,6.90508145596029,4.83974443184643,4.60805730265378,4.79628179418551,4.56281914133176,5.4189522806865,4.51585494560615,3.80603947971455,3.80715972483831,4.22571525071108,3.87977918153405
"grp",7.57645162931918,9.19403152396737,6.43306977852315,8.8203871208791,6.14063746526193,8.35453655086217,7.54256571255954,10.0105839604629,9.63244052502521,7.97898926653227,8.05284283460459,8.28445676792451,7.6876842247047,7.37996640395203,7.19427487936344,6.89027859444082,7.17535712547716,6.44774776786937,6.15794673103259
"CG13284",9.97321534095661,8.72368609464967,11.3644797382613,9.34896007095126,10.0722781135479,10.5781322460122,9.97951494177431,8.64993131522758,8.30213187335808,10.5603022737746,10.5722476145446,10.3790304125927,10.8772562542465,11.2718328512732,10.6973713630751,9.67406822667168,9.39345751391445,10.3618129221267,9.30662310982848
"CG13083",6.54564013767151,6.96738783316939,6.94024139715746,7.81159646119549,7.09749134068611,6.45632881728807,6.62638343639453,6.84646706898169,6.86792415368549,5.96827700133359,6.15299413990876,6.37898038734916,9.63907392738325,8.11837424240488,9.53655087955661,7.14075179111989,6.95869280530961,9.78852511171606,10.1299566712147
"sNPF",4.19814036138587,6.65977313301955,4.90472213307505,6.79064181863836,3.51527385058651,6.22722976599972,4.01369699347355,9.03964552184412,7.50998350298206,4.4409246184113,4.76206032525307,4.78292485343127,5.34856004054581,7.04246526999694,4.92003498301711,5.06504226332657,5.4352868319106,5.84180745963834,6.03234291958437
"CG9272",7.124679252602,8.90161370923381,6.11385468804249,8.53155824594488,5.70682060728044,5.65250627863018,6.3073022634219,6.71194657191867,7.34342838384858,6.4584708245602,6.39134213243245,7.11739985942591,6.87941026250694,6.46757069682425,6.85832897669121,5.88353615864378,5.70560797647132,6.31202355482645,6.85576221245158
"CG8677",3.65292107040632,3.74482066005808,3.62225126068629,3.06691560348752,3.79009895940994,3.39810927812792,3.73692215565786,3.61993134341005,3.41025484271933,5.6617793765641,5.36848294417732,5.42186554955129,3.55813423786947,3.48867777264232,3.31354891582732,6.20804364171058,5.78536112235152,3.84540128474615,3.3890123352247
"sced",8.44435734439776,10.2160101013644,5.93846356778419,9.73824426729516,7.68755462228712,7.64947133411156,7.4051861406584,9.38414785551091,9.45561336319892,8.2267251552819,8.13857604053611,8.71319224410868,8.67981319441602,8.74503148644171,8.78963733195177,7.34982757040154,7.33752454341646,6.53268075439143,7.54332363808594
"CG15236",6.29467367644007,8.28494509925706,5.87621834955154,8.17751011457739,7.88155219699175,7.63288708274276,6.14611199252508,12.0682908832516,11.7336626339434,6.59118147613442,6.76280125867033,6.57590331950645,7.30683047026641,8.67679480674123,6.82070364534141,7.23310420510235,7.86004498333552,7.77458666635789,8.96629915614233
"Cyp9b1",4.39232441841416,4.66797032930555,4.68169059512669,4.97629826300425,3.44166247817912,5.17778793364792,4.39006621089017,3.42933235933466,3.97819340404272,5.63406949382895,5.48016649288578,5.76829057108399,8.74967064976018,8.47221074697073,8.42833852419967,4.92419113300992,6.08449190603683,7.98425524993554,8.62461179294133
"tor",7.72662820368958,9.93030087163054,5.60835371472639,9.58212304490313,3.35991674759491,4.97844474333109,4.93600427085864,7.23121776571991,7.81529102198263,6.24822126879906,6.30960753785606,6.88047637948002,7.1850059351556,7.32326422912428,7.15964048400686,3.04372195032151,3.78686729879899,4.36534896732018,3.97218414266566
"Obp44a",8.55115278311524,7.17167510087128,12.0409558067539,8.95296112968148,10.0626874087266,12.1455683262477,10.680090797054,8.6899314083919,8.47540754344527,9.62952675287749,9.54336780469137,8.56936544147946,10.3129723873639,12.4998056811414,9.91528194556278,11.068358938809,10.7651001257925,12.0435479466259,11.9416663428455
"Mal-A7",4.01477358069517,5.42589998687472,4.58077655418186,5.43373745715455,4.97640749887516,4.17879199099374,5.3459764091374,8.42738788251238,7.76519748729994,3.97448560009689,3.93870950433222,3.92171699150497,4.24999490460189,4.01062767748943,3.99944314902387,5.22819729547803,5.68074805630569,5.06248988710997,4.64923397119894
"mtt",5.79645888793959,7.4184150517549,7.00958293310854,7.62560048168146,6.09131996669537,7.80979018387901,6.22391820967235,9.53972987776744,8.38994297657525,6.16543210763333,6.16445942002405,5.98545064279171,6.73911104769268,7.83423015646205,6.01871745396878,6.28420447828471,6.5609619834633,6.75339371839129,7.55444571294645
"spab",3.93569725963163,5.68527968522512,4.74170540957308,6.87173016830167,3.74168609661281,4.88526630545417,4.15822576810239,8.24619701021587,6.84755349089333,3.75995302611441,3.68457049943075,3.77607607971309,3.70056713161144,5.88571440439389,4.18522338177546,4.43198547416264,4.24004664943422,5.04588352163649,4.54721317033375
"Drep1",9.04698629451525,10.9632426655037,8.27271666259376,10.6494703142025,8.3113578815277,8.20596808957357,7.74287874396739,10.3642387191309,10.0069251057923,8.41162598193446,8.46122860766319,8.9282336881976,9.54200998405929,9.66022036910994,9.42838770726074,8.12301288115052,7.73401317925153,7.41511876482601,7.95120961711054
"jeb",5.41715621030383,7.14983156936485,3.39693334787957,6.13777316035489,4.34674837789308,5.28303158783197,6.1187049544234,7.96880269191673,6.92075127565628,4.58983654729828,4.66044648332922,4.52267497237519,4.12697090531758,5.21893699098953,4.23178750420085,3.22922406375967,3.37610461053592,2.98226406418734,3.33183908838248
"Cyp6t3",3.55993621165992,3.27147577090773,3.86480602300455,3.11866892992591,3.51578168570299,3.84274485902452,4.3752194019203,3.69082482752443,4.19849017577832,5.62277936448764,5.61790382437025,5.5645844041003,3.39014894805372,3.46418261749197,3.44339356876435,4.814768164889,4.64900330988944,3.74385083759583,4.32653795517238
"St4",9.58629739917989,6.38140551722301,10.6723841114564,8.98162715360262,10.5371247510679,10.6994203793723,8.78878075967246,7.91087217959229,6.73000087153418,9.70522535210863,9.64942860974881,9.85173798229612,10.7681728409065,10.1666830822191,10.6518755206326,11.1546405246873,10.7978454483572,11.1687974989216,11.3286099148059
"Dh44-R1",5.65666794301725,7.47749755646596,7.7167292903449,7.52228139945276,5.38853329304459,7.37706324957398,5.4492696795477,9.50878024390799,8.63413864214657,5.43542311802567,5.85481689546304,5.3952708731488,5.81263703064725,7.40261334845353,5.56492289998716,6.16146114570423,6.47779334661919,7.01236173486133,6.17619037960585
"CG10257",5.17820659671706,6.79669879521281,6.32489713270503,6.60897098450919,5.14704650686271,5.87250455940064,5.29094268048272,9.05020432158025,7.97511843760928,4.88766071727848,4.84911480647052,5.04953726781498,5.66358647228571,6.49427073571302,5.38619403735886,5.05954462536755,5.10264461248188,5.86500568419168,5.43895257309454
"CG8157",9.08956737338812,6.14140442379831,11.3438663034202,8.5713142448228,11.3902188828697,12.1594135843756,11.4084658278383,8.53419266273438,8.46180674513203,9.62632730186358,9.42036897353343,8.8868011667368,10.8519317039089,12.4180167490071,10.83466940276,12.8092187812278,13.0175478037132,13.0167509863317,13.3597584757101
