"","GSM748796","GSM748797","GSM748798","GSM748799","GSM748800","GSM748801","GSM748802","GSM748803","GSM748804","GSM748805","GSM748806","GSM748807","GSM748808","GSM748809","GSM748810","GSM748811","GSM748812","GSM748813","GSM748814"
"1637394_s_at",7.19968351482983,6.86928634609525,9.91498900802179,7.53001478643212,6.5202254761911,7.07630229602544,5.07701519747919,7.78220227065281,6.66334373488536,6.92634694197903,7.00962193496237,6.79170573018617,6.90164537924332,8.14662094936809,6.66574579808136,5.34214083732101,5.06080224320133,5.09723485751879,5.03716809107804
"1624862_at",8.6682655012758,6.84329463966867,8.90736097585394,7.27365781028812,8.79646377244574,8.46010717402034,8.95653045020568,6.33108704359973,6.83711828583613,6.91976026181358,6.76550502125481,7.42250172527714,7.4634903117073,6.63050163115687,7.15734588828226,8.26675188494096,8.13790120887938,8.07894202276317,7.78309065499803
"1627705_at",3.34456333387529,3.48365716744793,3.5553724533656,3.45957926665603,4.72327934065899,4.74396149565685,5.14044867899244,5.40687120081246,4.55347133946015,3.60487775557744,3.36803745774785,3.14407247879086,3.1285602626454,3.33002075824604,3.28011869525377,5.19588170115916,3.9219604183074,3.83171465951783,4.80764692909345
"1634865_at",6.24210787624069,6.98363058253646,5.66361697378425,6.52968817803177,5.07773736746974,5.42623110690528,5.02216053280651,5.19225102620964,5.748289545748,7.41557940413211,7.53263752262753,7.31974784560469,7.11372154043368,6.60173734954716,7.18493649029148,5.39439798293151,5.90318470404756,5.45295624762822,5.51973481686141
"1623327_at",5.21157833521364,4.96251576548028,8.0926612751485,5.37938284485859,6.34068722801923,7.06793548824686,5.73151779751935,7.02825165474231,5.04714225002738,5.50691904445683,5.61086542891183,5.16816257424305,5.89226156961294,7.45311730568202,5.49084534075662,6.42985439412808,6.43685814843571,6.64688644994311,6.09807300375432
"1641203_at",5.00151095970509,5.58805294543341,6.87724451648127,5.31557688900962,4.50256991327442,4.57355521308045,4.99405011094512,5.45203075154225,4.88798252819201,5.96917373695326,6.02210163594954,6.56050093311992,6.33935888984217,6.15082750461471,6.18339501422026,4.18093599813325,4.38959884622308,3.9589910890479,4.12729468959499
"1628059_at",7.86946273283831,7.75525033921939,6.41529288428772,6.72104461814364,6.77559787692328,6.90652073746925,7.44749129840494,7.45619413103115,7.01624222813717,8.33684223346549,8.08192041269384,8.35673553341216,7.87080252160896,7.02749757671077,7.69086258883012,6.13633081383795,6.54651753471432,5.90588097628154,6.45804306161506
"1631787_at",6.87700793310389,6.43633883613403,4.42303881587534,6.24775840325028,6.0821766696394,6.31152001310817,5.71714194026891,5.61285601544818,5.20318907877136,7.61870562680855,7.74093162807267,7.50001029736377,7.21959718405476,6.24881230613521,6.92296474123937,5.4712645839565,5.27647328995514,3.9007459753828,5.12063644956433
"1638015_at",4.80023283066266,4.64733237540478,5.256056149779,4.87761942827074,7.9325823599101,7.52587148882353,6.89703325233606,5.38993308340115,4.39653518276952,5.03458940175224,5.63962781189443,5.31335090675683,6.05452370084741,6.45932171611814,5.48344024283666,7.83064989175615,8.28215883109694,8.61392372485259,9.59779305800274
"1625691_at",11.2766367131465,10.811309071871,11.5788811265436,10.7649360149246,12.9766140926023,12.7155530145177,12.7680960751028,12.6926377438936,12.4625326956944,11.2683520144244,11.2026615378843,11.2867468102405,11.202646378699,10.6944576755238,11.1712619504011,12.8283473765739,12.8211937156944,12.5472266976299,12.4394459964264
"1639009_at",7.19020725745196,9.52541572606831,5.68786258566062,8.60623426819396,4.74236360961168,4.68575566007001,4.45763880174234,6.17853598278927,5.86545617882746,6.78978998806128,7.27200073186341,7.32127971600377,7.84390986823281,7.91463720496697,7.7077319308548,5.25212793069161,5.72153236333865,5.19243228203074,5.62106601276232
"1626636_at",6.96956144002104,6.27390518278728,9.31013215969351,7.21834183158932,7.80176747891511,8.4571342805279,5.85169072835885,7.54144515093766,6.93383144487734,6.43388753550293,6.91570397364828,6.68499339457996,7.19790297407784,6.77333677582336,6.68183678659303,7.6972528225813,7.73730423062593,5.96896242879432,6.22691950266002
"1623895_at",4.94916685802947,4.66620041855306,4.86265284618982,4.09516381178549,5.43027948098219,6.04048385893528,5.30414451918382,5.85364511086965,4.72228325599438,4.23427393446596,4.32419417203288,4.51135112400511,4.27237333701582,4.25610798949744,4.39161992113337,6.24691142723085,6.22677937342744,5.39809518541719,5.51244957215755
"1639744_at",6.99153950533589,5.88527129682165,9.80625825455937,7.40812135666501,6.78620920049544,8.71509082257638,7.48537359130718,6.58174868663288,5.71452638126688,7.86766601061554,7.79797764504581,7.395344274657,8.25978193078545,9.75333002751257,8.08526408006619,7.18607956493375,7.09787602660986,8.44684691773662,6.70531279655719
"1632697_at",4.14566322399434,3.9257211018733,4.19759341586794,3.5767316647364,5.29154946663963,4.1997434800276,5.16407554614274,4.20058234249222,4.26407448629299,3.8244910911319,3.85767066831952,3.82502849119966,3.83198415908022,3.77905637257166,3.95794224629165,5.03296125108729,5.18544140269087,5.47838079362268,5.15628472390909
"1637914_at",8.58622275574888,7.4020126157781,12.630524832617,10.5074944724183,8.05538041561575,11.5259683980256,7.941318153872,7.95380688467844,7.14845947829187,10.4114373577657,10.4603144716305,10.2891500304274,10.1631209470353,12.3938141299981,9.69103716793621,9.02464805501312,9.50133403615215,11.2469696235466,8.87797097956009
"1629262_at",7.96433456309975,8.33429612240693,6.66574454068467,8.17897162229404,5.69485813480814,5.85882111629102,6.8647423228164,6.3011452898281,6.98987158483322,7.19983401177076,7.28964172534523,7.80622716697053,7.18190123761496,5.60909193061125,7.19164456394542,6.32912662844964,6.20458699708984,5.75757917542546,6.31580522685153
"1624236_at",6.56124204402403,7.44650698159827,6.68904553337357,6.53700013956838,5.10948345681254,5.32702580863256,5.54360788787535,7.74090307986638,7.1581107291839,6.70804190563002,6.86310364059356,6.91062625664843,6.70799053849445,5.37684935549032,6.57155260876468,6.16873209491953,6.05820913343493,5.23510830512629,5.7242021630737
"1631258_at",7.9988365779199,9.25305493078803,8.15635080872364,8.94868163635113,9.81738389808283,9.4421613594369,9.18267156424857,9.50820399376357,8.90033947231652,7.92205717897982,8.02375224053696,7.81999839935487,8.08802561225252,8.50857289563318,8.16651790138715,9.74493881960582,9.39678929100086,9.53308646612211,9.29157442759028
"1626600_at",6.27406506639032,6.99901199201007,7.72770773300709,7.13346148494447,5.91204680999464,6.94855222544122,6.70952064579877,6.69133871923115,7.3036438009826,6.40978953929016,6.32560313070745,6.34474924824927,6.3941203480334,5.98384643049151,6.250405073092,5.09107234830676,5.70679205980961,5.57583105458026,4.8832325675584
"1631370_at",5.72681112536014,5.48284840978865,7.00068475222697,6.15600824806628,8.15361899413993,8.99184548676174,8.05826100761331,7.14465332259884,4.78707281957914,6.9050327247015,7.14921331604023,7.11902584580201,8.02098565442686,9.89507165466204,7.67523259977486,9.39847231689006,9.02766277519655,10.7320865905014,9.83481204239768
"1633790_at",7.3812289964441,8.72816980033292,6.54870520846468,8.16121848299258,10.3724636340501,8.75862623733287,10.4572496008575,11.7742893334719,11.7038526136959,7.00939198635732,7.04638217034799,7.04498372900455,6.57878477277315,7.4502865833219,6.37890773781039,8.24955806205508,8.54047834106196,5.93879414494143,4.94372688290754
"1626400_at",5.95110587374716,7.08416901908307,5.01068455403608,6.14044782897208,5.76533395665264,4.21161107152455,4.78793512540029,8.68690499347342,7.95124009841386,5.16299694396723,5.09371384162027,5.17104884500287,4.82786403267341,5.33917867180469,4.98392156909556,4.67040901724123,5.44740184712184,4.13069947928107,4.52080539492498
"1639546_at",4.65640655541169,4.35143934846516,6.28202010775162,5.08272727642163,4.4306857060378,5.4018174864372,5.8679974457682,4.86645907092843,5.869519119625,5.32377916177404,5.78850995872009,5.0469606060769,6.61714239936332,7.02713949095168,5.55257421060094,4.49661777254365,4.1934002624722,5.8929494363457,4.12522508578286
"1626755_at",10.7770655372171,11.4297393051517,9.91941669050251,11.1618035963565,9.27538427773339,8.82305912915351,9.94512852153432,9.35737814795577,10.1649452626159,9.96356190856995,9.99675224795318,10.2858339355828,10.1110375934581,9.79933014887425,10.0748995880676,8.61967359084704,8.60137368912736,8.48470828711141,8.80156375410169
"1636154_at",5.3927383148724,5.16305692563276,7.02290400034282,5.74681340212958,4.02388537229478,4.17377991933313,4.50563520496551,4.00186625046872,4.85131199955704,5.60922798887587,5.54112311998626,5.78564704808895,5.32309169534354,5.37709543998523,5.22626767684554,3.93834523272201,4.06674042512306,5.04381867325313,4.46171091077994
"1632210_at",5.40387403535147,5.67486115647474,4.1616647181506,5.5511012440972,8.15546772794018,6.29979453513051,7.22633732500727,8.65801814288621,8.4483967532766,5.12588652838097,5.21578145400849,5.53380714782193,5.70132029221802,5.31650430884427,5.56060840484715,8.25290104682779,7.99163847530411,8.78967480597575,9.41354423824555
"1623241_s_at",3.61752831895519,4.88912401622348,5.5265825869073,5.79875619296271,4.48055232807407,5.38918047052737,4.65952388051257,7.01525712995062,6.17700023418565,3.56523660534898,4.01797683137189,3.6115964901014,5.86012495725987,5.89688585114681,6.12302044008268,3.94934356747931,4.62761723846708,5.70288724990009,5.42288828848465
"1632326_at",10.5838746004205,11.4040389856287,10.420773917241,11.5419854834201,7.9416583593731,8.11649985757645,9.8627592669868,8.68744858506085,9.84464873674314,9.86675730669026,9.96418447883194,10.017361075397,9.59038646483384,9.28220626725864,9.72707247324421,7.93118923245305,7.55076228737678,7.48232079380936,8.60266493927609
"1640217_at",7.02790438305497,6.90871960239644,8.40961089537878,7.06064425261324,7.83486871619518,7.94959998458889,6.52058681819409,9.22793891902822,8.32975502892134,7.33102410959378,7.24132717733063,7.23259095039469,6.8210537135414,6.74095262664476,6.74077385367045,8.29352383782574,8.34946846735981,7.20400286621152,7.37453092286966
"1639516_at",7.00620533973731,6.92645377485026,6.65577403242309,6.70872517087922,10.7887211411231,9.79699300180496,10.1708317298152,8.60411934443436,7.96930766634909,7.03140071166459,6.98091639667597,6.94414339828421,7.28501018089418,7.47732358483708,7.01649043164633,10.0850219514989,10.1220531980787,10.5510924247567,10.7451463876035
"1634388_at",7.52749594141373,7.3134352663559,10.6241283018884,8.49616039640179,9.2278509789057,10.1829251569626,8.4361435631799,9.42079820938261,8.81257669103201,8.83099661117763,8.97925485096827,8.48224658980642,8.63763734816975,11.4910397322551,8.46567828627621,10.1498204491798,9.756667249745,9.77237147440894,9.37708472194219
"1625760_at",9.72201203086628,9.69435542628675,8.19430740091055,9.15975503448818,3.15923074256732,3.39352585630225,4.18217193507665,4.88071226705183,5.12351829848512,8.78113874997577,8.97645103196639,9.08099865500557,8.64610080009262,7.66806997360559,8.82037376708883,3.65594683080822,3.48286270940672,3.59427847323195,4.0782327850115
"1640540_at",7.41599301303137,6.45269522017377,9.22365322767561,7.14227820840423,10.6810850693625,10.4390956832646,10.798887653401,10.6395823887149,10.1404725262167,7.96641884013723,8.06012293348962,7.74245158000251,7.86975626572648,8.53613677001539,7.54499069403146,11.509634121662,11.1657998675292,11.3768258771136,10.9912419218196
"1627091_at",6.91025816339178,6.82367738402446,4.34340123484307,6.96561170645887,4.56206514481805,4.95054327793385,5.43891969900095,5.77949369062535,4.37549405644518,6.13545423350882,6.56087216792494,6.5982261122621,6.45491385776548,5.00336350859628,6.27315046335186,6.57908500064298,6.58587658205041,6.12071272448995,7.18655332129494
"1622958_at",7.0735958737378,6.14505225843248,9.4849540300289,6.87751397996416,7.83078953950135,7.94619076849555,8.6904391163253,8.08325536835673,8.01870419236286,6.60714138534416,6.63922650649047,6.73283309632608,7.13503106134116,7.47683572714163,7.10951899472126,7.35842890594856,8.23957168856928,8.16506380547009,8.4776631367927
"1638013_at",7.42385545888319,6.50867189922529,6.28233443718757,6.66601219237093,6.75478049352697,6.32054061518602,7.67812337014634,7.1180142230635,7.89865455663124,9.14074927633977,9.35436452474687,9.40342503270114,8.53243840693765,7.14705726158995,8.35795859331972,7.4578368354684,7.91223087224373,7.75610649126937,7.8793957624318
"1629365_at",6.06059798670344,6.11463262928183,5.62990247289184,5.76333490417068,5.30487080574384,4.93946692435702,5.20422917928745,6.55377054467589,6.23504933577569,7.20162276588852,7.07718446156195,7.17931125341612,7.320739707453,5.79698687313512,6.83638099465559,6.89121219135362,6.82926271231206,6.47341581622783,6.67229485759791
"1627880_at",4.20256071903623,4.02741988759687,4.77627855929763,4.36949430769146,5.89069931251046,4.87770912766616,4.98486322939199,4.4841437852053,4.66635708692012,4.04479016860961,3.89892189967537,4.05149636520235,4.03454422899816,5.379385152467,3.94786530261617,5.53546121091613,5.62467885745711,5.19445370418788,5.49438778083159
"1631387_at",10.5690709115689,10.0544204081523,10.9182147277605,10.074213130946,11.8889901331194,11.2055493402353,11.6896281713127,11.4981670939728,11.3540361020051,10.2147034719411,10.2467540303967,10.2256983795943,10.2986039523824,9.8477307331744,10.1315675499398,11.5405547154658,11.55096726295,11.0722069425894,10.9472814125579
"1640532_at",6.73162558100925,6.52105011627732,6.2515809548945,5.87385349437823,6.74175723912883,6.603869358014,6.65209655215782,5.81999635262603,6.28921892356276,8.54977040448055,8.50356141689268,8.66921688416235,8.48873452057656,7.74980615158107,8.09023701577158,7.56230151307741,7.78456241468327,7.84957197544525,7.95094244895035
"1637567_at",6.93210311186993,9.24595755000138,7.45132196336975,8.54388184233928,7.48731078667582,6.13339986246533,7.36689691407629,10.4505006687789,10.630934089337,7.05851651680155,6.81916125727095,6.85167007740742,8.03218011984851,8.69163663901699,7.81717108624768,6.34643082304289,8.95961677947118,7.6160812533402,7.53325552568823
"1634608_at",8.82921779646865,9.31711007410304,7.92928389440672,8.91758340557909,7.58302888930149,7.19187091245236,8.40746842105763,8.06856254804467,8.71714835137561,8.50469108145023,8.59936528514334,8.75495698179185,7.86789323349169,6.16531383995268,8.04082407791476,6.18291371647312,6.54350321412736,5.86117355942713,7.14220035296882
"1623744_at",5.93399961596249,4.66039083247235,8.53862143807835,6.04519660812125,5.68196402235341,6.67985337558826,5.58049701235029,5.17599138110281,5.79070474814124,7.10984795429648,6.79814623774014,6.59061883629742,6.15353582800347,7.73136663543386,5.87231135889091,5.42135359793632,6.13749619580658,7.00652038251276,3.24573184930738
"1635380_at",11.9658948785041,10.6350965925238,13.1665938340965,11.9564406573078,11.6119840913597,12.9214662076651,10.7972113207664,10.1691714680537,9.69213584129685,12.1576917031666,12.0831121890198,12.0669177837864,12.7249474980978,12.9642948254955,12.4707951533104,12.6381016677396,9.30440317407136,12.9042174297685,9.24277359055788
"1639147_s_at",7.51044022931173,6.2974673024617,6.3427529278736,7.41490849365368,7.77371709131101,8.27546607439706,6.34765056062194,6.98896495225524,5.90010709880047,8.27889496047493,8.00954607928245,8.34624801850779,8.87051645767724,8.58322605298233,9.04454555299665,9.42500064587989,9.63237031589553,8.5214828616782,9.59784319624864
"1638206_at",7.09005148163466,4.73225065680743,9.06097692336125,5.62562636570589,6.00307313961895,6.74220425950572,6.0947327441676,4.93241659629711,4.27306133657333,8.7876078534061,9.03682389219597,8.38142623653228,8.55395952411585,11.7474454441872,7.83062090828771,6.90948967016064,6.66743856205484,7.74210388166884,5.90110225090305
"1635845_at",4.47234929944482,5.6008099341351,3.48576240251861,4.76018845983278,4.11432100285095,4.93623693879456,4.68968472810308,8.46170581122873,6.71281553094025,5.40122528141096,5.57889939956102,5.41591112934691,5.91715644478282,7.59111107492661,5.34587533874995,5.83092320366932,4.78500320399867,6.56390901495902,3.65411017258073
"1627509_s_at",9.216505979653,11.0540799179696,10.3823542225291,10.897797679682,12.8236418196417,12.249233655204,12.3100699353997,12.2370443279665,11.8568869180667,9.42343558284693,9.5248347321038,9.67279545586066,9.88300736577919,10.5814013122391,9.93262616592405,12.7093407651525,12.6098631477288,12.2604939170811,12.0868067876908
"1635714_s_at",9.57411582370435,9.47654860149214,8.35875261286172,9.35652245979991,11.8311887319691,11.2066727763231,11.5130061326942,11.4132548284984,11.258991288514,9.63899605410564,9.55560741479094,9.43157973966985,9.36834229218628,8.73650251803465,9.30254227257105,11.5411171988506,11.5259336121818,11.3737122394224,11.6267840582502
"1625491_at",10.4126484402348,10.1062695578469,10.7547393194809,10.283344869752,12.8185462211646,12.5346744783248,12.5423868241408,12.7333373658423,12.3584277292207,11.0413589338582,11.13219018881,11.1529085848216,11.3085595074602,11.5098930421976,11.300323067364,13.2820467954748,13.2653420277211,13.1365777076263,13.1572841381667
"1633288_at",7.9875562379055,7.57655588696816,7.4455689832932,7.07095099861764,7.54451616697789,8.54503037207856,6.80983931749111,9.83373473528549,8.70887051731593,8.55410404152136,8.5867789003264,8.69712961970951,9.19893571837981,8.5612806187934,8.96335441844682,9.83745926476621,9.79570889464479,9.18754369406567,10.06890068364
"1631078_at",6.86279094731043,7.98769758439049,5.24076931562675,8.37326697582405,4.12624856868605,4.9157778978893,5.16452937412494,4.35881544660259,5.53842692919692,7.00897495595234,6.93611152803852,7.39750297705642,7.68420108808426,7.18821790046623,8.09852108037512,4.13108348288048,4.24866788964062,6.51357489163727,5.00811714968778
"1634114_at",8.9373996925025,11.4806023708623,8.80769226476736,11.0432509497203,5.87899065180785,5.96953387412055,6.40523451893493,8.24067224693865,9.09551549510083,7.96281170509778,7.84766832812619,8.4008179227422,8.62578249918709,8.30809736139596,8.80021932157119,6.41491158180444,5.87240724255443,5.11519659171511,6.58348927059414
"1635283_at",8.38222301489783,8.07113162488548,11.0309137799775,8.92680011593693,11.7675362972093,11.277058856737,11.5009835133764,11.0655101271411,10.9527153435995,8.54673434122518,8.64068224301872,8.43504415344178,9.21174418357465,10.608313747862,8.89577918213579,11.5560518970356,11.3673057555527,12.0381424024532,11.8797862083373
"1628296_at",5.98466745765148,5.17253590184998,9.02423500614896,6.62252795716328,8.41009396593467,8.98162959015072,5.8551952006133,6.28025736829072,6.11756020443764,6.3891088613933,6.48374060156452,6.45867479024105,7.12786500003405,8.58052547119853,6.70238831220211,8.99680617891484,5.81026497710989,9.48512804172902,6.27745002728824
